ANDHRA PRADESH,ARUNACHAL PRADESH,ASSAM,BIHAR,CHHATTISGARH,GOA,GUJARAT,HARYANA,HIMACHAL PRADESH,JAMMU AND KASHMIR,JHARKHAND,KARNATAKA,KERALA,MADHYA PRADESH,MAHARASHTRA,MANIPUR,MEGHALAYA,MIZORAM,NAGALAND,ODISHA,PUNJAB,RAJASTHAN,SIKKIM,TAMIL NADU,TRIPURA,UTTAR PRADESH,UTTARAKHAND,WEST BENGAL,ANDAMAN AND NICOBAR,LAKSHADWEEP,PUDUCHERRY
0.12388689691878915,0.02830746083649991,0.04278273284651135,0.017525355390249093,-0.021012618875954694,-0.012708695208830128,0.02010513791676871,-0.03301712003106127,0.007291104356294822,0.006458525279992752,-0.06934789334402189,0.17244173682538963,-0.006495267147730236,0.040982801476115494,0.01797154921828995,0.01693980261152529,0.016572078772426495,0.04548041039222148,-0.04065151710049433,0.06498743422135045,0.01107944456905619,0.06976125807540325,-0.0021672077432294636,-0.030908017189819673,-0.040045301032082294,-0.03807428520699033,0.0248893811034211,-0.017028454411978765,-0.09445924566507001,-0.05630140098937309,0.06379903312108445
