ANDHRA PRADESH,0.4388833548449243,0.4459409009101251,0.4696938753752224,0.4693468284799934,0.4943233636791812,0.49849135948053075,0.502701005067114,0.5406558723776298
ARUNACHAL PRADESH,0.8265386721712022,0.7278006278811,0.9188992241416263,0.9520018376019295,0.73638170793284,0.735192810371808,0.757029438916812,0.9149349357936976
ASSAM,0.32097183780253613,0.24477328777544247,0.35110377059889153,0.4038123282577087,0.42961615797356967,0.4131808406210191,0.43122126209805384,0.5097804268432999
BIHAR,0.18752759978125336,0.11824973896805632,0.14214059860271494,0.20506934074906263,0.19584050598295394,0.23139386007878676,0.2435627486758997,0.332990837632096
CHHATTISGARH,0.6886050809795524,0.5114300445812932,0.6613506654117318,0.6887245919144327,0.74066326409393,0.7402953235698981,0.7437842470226829,0.845277789403684
GOA,0.16217087240968125,0.2249457027614024,0.18212848957698402,0.20515610360564573,0.19871930407466698,0.039155723451460095,0.05180762261236372,0.12399894394086068
GUJARAT,0.18720602371034925,0.17371029759164977,0.18660978428821387,0.2637296788945059,0.28790081047351546,0.2804823540017128,0.23924273665623458,0.3410091202398928
HARYANA,0.4646521861429326,0.3396949627179531,0.26265331368110756,0.39224069226654956,0.3635724204893139,0.29792244841673415,0.31201333806715026,0.4561227428631274
HIMACHAL PRADESH,0.4933586599658056,0.4253538946313051,0.3955956057736711,0.4775482247248284,0.45473415137989626,0.47616215090860425,0.45314181750632404,0.5026690258503971
JAMMU AND KASHMIR,0.6225198451731135,0.31389042793763366,0.5537143504845626,0.5620053647186264,0.6405739547493144,0.593273424704063,0.5727787490417577,0.6530411379742097
JHARKHAND,0.3253895633775911,0.3382297379989817,0.3416584364806658,0.5013545289051038,0.45553611753628404,0.3575355374366475,0.3389371079695642,0.565943822752136
KARNATAKA,0.34356645990248563,0.273314380600947,0.2966965869270992,0.40680110995312424,0.3896001232378463,0.395926365233518,0.38925174970109616,0.46490949803409914
KERALA,0.5949040541345028,0.517210190426086,0.5193802077288717,0.4981971429741309,0.4406702180372897,0.4637881418162177,0.4375678544568442,0.4559903558913823
MADHYA PRADESH,0.3173879316353231,0.3529410225676159,0.36348714716163655,0.5003379705624376,0.5994991333162141,0.6546877054531693,0.5631260889801971,0.8242833568971282
MAHARASHTRA,0.17360736927865195,0.16693090351012457,0.17995224341921917,0.19676047626788434,0.22335479283785908,0.2331384631714264,0.1972439384026928,0.21013905981653358
MANIPUR,0.8970432300966932,0.8919409139052806,0.8873955751738799,0.9514681840067811,0.9143064050389541,0.9310797389956023,0.9567067640001328,0.95467852183852
MEGHALAYA,0.7735420401455175,0.7357158442050316,0.7608392090959647,0.81824979852458,0.8164883164714734,0.8559834204092777,0.8683878965229938,0.8903781431366317
MIZORAM,0.8777991433425918,1.0500421424911996,1.0208457319328947,0.9941825360572506,0.9979510981486708,1.0112458040930397,1.0137988585393476,1.0296231998043344
NAGALAND,0.9875548481667288,0.9603550811920583,0.9828787885908722,0.9811810996123534,0.9590755496224604,0.9216981371065619,0.9017392637826184,0.8909604240378002
ODISHA,0.2972661717517888,0.2598112448579274,0.3337956131112273,0.36690096183100745,0.40592196872110575,0.3667184954720564,0.37575157429665473,0.5990537175325068
PUNJAB,0.42493502994516136,0.3067486926213538,0.44280229651420755,0.4752650520377395,0.523530600844359,0.5248019636001768,0.5326678382314197,0.5720220061734432
RAJASTHAN,0.40151423440154843,0.41646389226509056,0.46964940435404573,0.5240109379724545,0.5158196596837514,0.5727967945044133,0.5868698149556291,0.7161893799843124
SIKKIM,0.7531432328046676,0.7010701850406996,0.785910540899248,0.8707616034280874,0.8213548043981052,0.7915197354021255,0.7400778024390826,0.7825412198508734
TAMIL NADU,0.7424926064662969,0.6907651630349742,0.7186579784724386,0.7963984774174288,0.7351825839522584,0.713827529478496,0.6957160044433456,0.7791298910752193
TRIPURA,0.9536443864023111,0.937909148464704,0.9422914836293598,0.9632174808532165,0.8858094269843375,0.9025574764569204,0.9153158029685764,0.9276958257577178
UTTAR PRADESH,0.36862604700444407,0.29321964929289646,0.39537349638569874,0.38227818855487244,0.36494473389712495,0.3604386450376552,0.36339261448014926,0.6169053456507226
UTTARAKHAND,0.3779895360978451,0.445151425113596,0.5180417794800678,0.5625684858520724,0.5300502435469643,0.4961763264570421,0.4995714320922968,0.5935068375789001
WEST BENGAL,0.5485668639965323,0.4703277322476412,0.5205643654572412,0.4935131682507932,0.4848924980601757,0.3963071142460977,0.4686280721804759,0.6277196163283064
ANDAMAN AND NICOBAR,0.33299111549851923,0.2750019456767064,0.192753651148882,0.334497456345387,0.21799013773167827,0.20455920919911236,0.2061497966020579,0.2656710914454277
LAKSHADWEEP,0.10857075858834564,0.06647293861242282,0.018067846607669618,0.0009905894006934125,0.03136715821044739,0.03486192677745845,0.01631788739412058,0.012064676616915423
PUDUCHERRY,0.6405347296368343,0.5190738444681526,0.5468141952721147,0.5063065155231723,0.6713242896080704,0.570950802802621,0.6542349706904828,0.7537190543972759
